gene,cov100,gene,cov50,
ENSG00000006128,59,ENSG00000006128,31
ENSG00000006194,259,ENSG00000006194,120
ENSG00000006210,424,ENSG00000006210,217
ENSG00000006282,114,ENSG00000006282,62
ENSG00000006283,8,ENSG00000006283,1
ENSG00000006327,207,ENSG00000006327,103
ENSG00000006377,27,ENSG00000006377,13
ENSG00000006432,65,ENSG00000006432,33
ENSG00000006451,611,ENSG00000006451,305
ENSG00000006453,136,ENSG00000006453,57
ENSG00000006459,387,ENSG00000006459,182
ENSG00000006468,204,ENSG00000006468,103
ENSG00000006530,138,ENSG00000006530,66
ENSG00000006534,72,ENSG00000006534,45
ENSG00000006555,30,ENSG00000006555,16
ENSG00000006576,260,ENSG00000006576,128
ENSG00000006606,1,ENSG00000006606,1
ENSG00000006607,134,ENSG00000006607,65
ENSG00000006611,0,ENSG00000006611,0
ENSG00000006625,370,ENSG00000006625,190
ENSG00000006634,23,ENSG00000006634,8
ENSG00000006638,30,ENSG00000006638,16
ENSG00000006652,661,ENSG00000006652,325
ENSG00000006659,0,ENSG00000006659,0
ENSG00000006695,61,ENSG00000006695,33
ENSG00000006704,143,ENSG00000006704,72
ENSG00000006712,178,ENSG00000006712,83
ENSG00000006715,187,ENSG00000006715,95
ENSG00000006740,85,ENSG00000006740,43
ENSG00000006744,272,ENSG00000006744,131
ENSG00000006747,11,ENSG00000006747,6
ENSG00000006756,864,ENSG00000006756,406
ENSG00000006757,172,ENSG00000006757,93
ENSG00000006788,0,ENSG00000006788,0
ENSG00000006831,483,ENSG00000006831,257
ENSG00000006837,9,ENSG00000006837,4
ENSG00000007001,0,ENSG00000007001,0
ENSG00000007038,2,ENSG00000007038,2
ENSG00000007047,152,ENSG00000007047,79
ENSG00000007062,305,ENSG00000007062,137
ENSG00000007080,73,ENSG00000007080,39
ENSG00000007129,4,ENSG00000007129,1
ENSG00000007168,805,ENSG00000007168,391
ENSG00000007171,2,ENSG00000007171,1
ENSG00000007174,5,ENSG00000007174,4
ENSG00000007202,324,ENSG00000007202,151
ENSG00000007216,172,ENSG00000007216,83
ENSG00000007237,798,ENSG00000007237,401
ENSG00000007255,372,ENSG00000007255,200
ENSG00000007264,8,ENSG00000007264,5
ENSG00000007306,0,ENSG00000007306,0
ENSG00000007312,13,ENSG00000007312,9
ENSG00000007314,15,ENSG00000007314,6
ENSG00000007341,18,ENSG00000007341,9
ENSG00000007350,0,ENSG00000007350,0
ENSG00000007372,29,ENSG00000007372,15
ENSG00000007376,16,ENSG00000007376,7
ENSG00000007384,423,ENSG00000007384,219
ENSG00000007392,869,ENSG00000007392,440
ENSG00000007402,13,ENSG00000007402,6
ENSG00000007516,2,ENSG00000007516,0
ENSG00000007520,47,ENSG00000007520,22
ENSG00000007541,40,ENSG00000007541,19
ENSG00000007545,211,ENSG00000007545,105
ENSG00000007866,229,ENSG00000007866,122
ENSG00000007908,5,ENSG00000007908,5
ENSG00000007923,30,ENSG00000007923,13
ENSG00000007933,10,ENSG00000007933,5
ENSG00000007944,481,ENSG00000007944,246
ENSG00000007952,28,ENSG00000007952,16
ENSG00000007968,24,ENSG00000007968,11
ENSG00000008018,929,ENSG00000008018,482
ENSG00000008056,2,ENSG00000008056,0
ENSG00000008083,645,ENSG00000008083,323
ENSG00000008086,88,ENSG00000008086,40
ENSG00000008118,1,ENSG00000008118,1
ENSG00000008128,3,ENSG00000008128,1
ENSG00000008130,18,ENSG00000008130,9
ENSG00000008196,541,ENSG00000008196,252
ENSG00000008197,1,ENSG00000008197,0
ENSG00000008226,3,ENSG00000008226,0
ENSG00000008256,667,ENSG00000008256,348
ENSG00000008277,52,ENSG00000008277,31
ENSG00000008282,742,ENSG00000008282,351
ENSG00000008283,806,ENSG00000008283,416
ENSG00000008294,568,ENSG00000008294,271
ENSG00000008300,6,ENSG00000008300,2
ENSG00000008311,76,ENSG00000008311,41
ENSG00000008323,18,ENSG00000008323,12
ENSG00000008324,196,ENSG00000008324,93
ENSG00000008382,45,ENSG00000008382,24
ENSG00000008394,332,ENSG00000008394,150
ENSG00000008405,396,ENSG00000008405,205
ENSG00000008438,0,ENSG00000008438,0
ENSG00000008441,2038,ENSG00000008441,1012
ENSG00000008513,253,ENSG00000008513,122
ENSG00000008516,4,ENSG00000008516,3
ENSG00000008517,28,ENSG00000008517,12
ENSG00000008710,165,ENSG00000008710,77
ENSG00000008735,11,ENSG00000008735,8
ENSG00000008838,580,ENSG00000008838,294
ENSG00000008853,41,ENSG00000008853,23
ENSG00000008869,180,ENSG00000008869,88
ENSG00000008952,1559,ENSG00000008952,784
ENSG00000008988,2115,ENSG00000008988,1047
ENSG00000009307,3847,ENSG00000009307,1943
ENSG00000009335,376,ENSG00000009335,209
ENSG00000009413,294,ENSG00000009413,148
ENSG00000009694,69,ENSG00000009694,33
ENSG00000009709,0,ENSG00000009709,0
ENSG00000009724,5,ENSG00000009724,3
ENSG00000009765,2,ENSG00000009765,1
ENSG00000009780,166,ENSG00000009780,88
ENSG00000009790,7,ENSG00000009790,2
ENSG00000009830,183,ENSG00000009830,99
ENSG00000009844,488,ENSG00000009844,246
ENSG00000009950,165,ENSG00000009950,82
ENSG00000009954,402,ENSG00000009954,198
ENSG00000010017,183,ENSG00000010017,94
ENSG00000010030,2,ENSG00000010030,0
ENSG00000010072,123,ENSG00000010072,61
ENSG00000010165,123,ENSG00000010165,52
ENSG00000010219,84,ENSG00000010219,48
ENSG00000010244,925,ENSG00000010244,445
ENSG00000010256,152,ENSG00000010256,77
ENSG00000010270,93,ENSG00000010270,53
ENSG00000010278,800,ENSG00000010278,405
ENSG00000010282,0,ENSG00000010282,0
ENSG00000010292,88,ENSG00000010292,40
ENSG00000010295,192,ENSG00000010295,103
ENSG00000010310,34,ENSG00000010310,20
ENSG00000010318,34,ENSG00000010318,21
ENSG00000010319,160,ENSG00000010319,91
ENSG00000010322,370,ENSG00000010322,171
ENSG00000010327,61,ENSG00000010327,29
ENSG00000010361,7,ENSG00000010361,2
ENSG00000010379,0,ENSG00000010379,0
ENSG00000010404,1444,ENSG00000010404,754
ENSG00000010438,0,ENSG00000010438,0
ENSG00000010539,137,ENSG00000010539,60
ENSG00000010610,70,ENSG00000010610,32
ENSG00000010626,80,ENSG00000010626,40
ENSG00000010671,19,ENSG00000010671,12
ENSG00000010704,97,ENSG00000010704,53
ENSG00000010803,130,ENSG00000010803,68
ENSG00000010810,274,ENSG00000010810,140
ENSG00000010818,470,ENSG00000010818,227
ENSG00000010932,135,ENSG00000010932,64
ENSG00000011007,191,ENSG00000011007,94
ENSG00000011009,363,ENSG00000011009,176
ENSG00000011021,126,ENSG00000011021,59
ENSG00000011028,830,ENSG00000011028,400
ENSG00000011052,0,ENSG00000011052,0
ENSG00000011083,0,ENSG00000011083,0
ENSG00000011105,358,ENSG00000011105,170
ENSG00000011114,1140,ENSG00000011114,579
ENSG00000011132,54,ENSG00000011132,22
ENSG00000011143,108,ENSG00000011143,55
ENSG00000011198,59,ENSG00000011198,25
ENSG00000011201,123,ENSG00000011201,67
ENSG00000011243,29,ENSG00000011243,15
ENSG00000011258,95,ENSG00000011258,43
ENSG00000011260,240,ENSG00000011260,118
ENSG00000011275,380,ENSG00000011275,196
ENSG00000011295,1123,ENSG00000011295,595
ENSG00000011304,933,ENSG00000011304,462
ENSG00000011332,5,ENSG00000011332,3
ENSG00000011347,105,ENSG00000011347,62
ENSG00000011376,98,ENSG00000011376,60
ENSG00000011405,505,ENSG00000011405,257
ENSG00000011422,278,ENSG00000011422,131
ENSG00000011426,8,ENSG00000011426,3
ENSG00000011451,169,ENSG00000011451,78
ENSG00000011454,841,ENSG00000011454,423
ENSG00000011465,6585,ENSG00000011465,3207
ENSG00000011478,1,ENSG00000011478,0
ENSG00000011485,36,ENSG00000011485,21
ENSG00000011523,466,ENSG00000011523,252
ENSG00000011566,165,ENSG00000011566,87
ENSG00000011590,1,ENSG00000011590,0
ENSG00000011600,345,ENSG00000011600,165
ENSG00000011638,143,ENSG00000011638,72
ENSG00000011677,0,ENSG00000011677,0
ENSG00000012048,120,ENSG00000012048,61
ENSG00000012061,275,ENSG00000012061,137
ENSG00000012124,23,ENSG00000012124,14
ENSG00000012171,143,ENSG00000012171,61
ENSG00000012174,114,ENSG00000012174,60
ENSG00000012211,4,ENSG00000012211,3
ENSG00000012223,887,ENSG00000012223,426
ENSG00000012232,100,ENSG00000012232,53
ENSG00000012504,0,ENSG00000012504,0
ENSG00000012660,596,ENSG00000012660,295
ENSG00000012779,71,ENSG00000012779,34
ENSG00000012817,0,ENSG00000012817,0
ENSG00000012822,155,ENSG00000012822,83
ENSG00000012963,285,ENSG00000012963,151
ENSG00000012983,813,ENSG00000012983,413
ENSG00000013016,72,ENSG00000013016,39
ENSG00000013275,104,ENSG00000013275,52
ENSG00000013288,466,ENSG00000013288,233
ENSG00000013293,10,ENSG00000013293,2
ENSG00000013297,630,ENSG00000013297,298
ENSG00000013306,208,ENSG00000013306,114
ENSG00000013364,214,ENSG00000013364,111
ENSG00000013374,404,ENSG00000013374,198
ENSG00000013375,179,ENSG00000013375,96
ENSG00000013392,29,ENSG00000013392,15
ENSG00000013441,1167,ENSG00000013441,549
ENSG00000013503,66,ENSG00000013503,32
ENSG00000013523,52,ENSG00000013523,17
ENSG00000013561,364,ENSG00000013561,176
ENSG00000013563,0,ENSG00000013563,0
ENSG00000013573,17,ENSG00000013573,9
ENSG00000013583,510,ENSG00000013583,266
ENSG00000013588,309,ENSG00000013588,160
ENSG00000013619,42,ENSG00000013619,23
ENSG00000013725,24,ENSG00000013725,12
ENSG00000013810,23,ENSG00000013810,8
ENSG00000014123,352,ENSG00000014123,180
ENSG00000014138,32,ENSG00000014138,19
ENSG00000014164,24,ENSG00000014164,12
ENSG00000014216,470,ENSG00000014216,244
ENSG00000014257,16,ENSG00000014257,10
ENSG00000014641,651,ENSG00000014641,311
ENSG00000014824,433,ENSG00000014824,218
ENSG00000014914,98,ENSG00000014914,48
ENSG00000014919,173,ENSG00000014919,80
ENSG00000015133,198,ENSG00000015133,93
ENSG00000015153,235,ENSG00000015153,113
ENSG00000015171,832,ENSG00000015171,417
ENSG00000015285,64,ENSG00000015285,31
ENSG00000015413,0,ENSG00000015413,0
ENSG00000015475,136,ENSG00000015475,76
ENSG00000015479,959,ENSG00000015479,509
ENSG00000015520,5,ENSG00000015520,3
ENSG00000015532,144,ENSG00000015532,73
ENSG00000015568,0,ENSG00000015568,0
ENSG00000015592,1,ENSG00000015592,0
ENSG00000015676,502,ENSG00000015676,263
ENSG00000016082,12,ENSG00000016082,3
ENSG00000016391,119,ENSG00000016391,59
ENSG00000016402,395,ENSG00000016402,207
ENSG00000016490,0,ENSG00000016490,0
ENSG00000016602,40,ENSG00000016602,18
ENSG00000016864,239,ENSG00000016864,111
ENSG00000017260,368,ENSG00000017260,194
ENSG00000017427,1192,ENSG00000017427,590
ENSG00000017483,12,ENSG00000017483,3
ENSG00000017797,297,ENSG00000017797,143
ENSG00000018189,739,ENSG00000018189,368
ENSG00000018236,201,ENSG00000018236,94
ENSG00000018280,14,ENSG00000018280,8
ENSG00000018408,809,ENSG00000018408,438
ENSG00000018510,216,ENSG00000018510,116
ENSG00000018607,0,ENSG00000018607,0
ENSG00000018610,254,ENSG00000018610,124
ENSG00000018625,24,ENSG00000018625,10
ENSG00000018699,58,ENSG00000018699,27
ENSG00000018869,36,ENSG00000018869,19
ENSG00000019102,136,ENSG00000019102,64
ENSG00000019144,91,ENSG00000019144,51
ENSG00000019169,37,ENSG00000019169,16
ENSG00000019186,196,ENSG00000019186,98
ENSG00000019485,75,ENSG00000019485,36
ENSG00000019505,5,ENSG00000019505,5
ENSG00000019549,87,ENSG00000019549,40
ENSG00000019582,2602,ENSG00000019582,1251
ENSG00000019991,38,ENSG00000019991,19
ENSG00000019995,23,ENSG00000019995,10
ENSG00000020129,28,ENSG00000020129,20
ENSG00000020181,2,ENSG00000020181,1
ENSG00000020219,0,ENSG00000020219,0
ENSG00000020256,195,ENSG00000020256,91
ENSG00000020426,89,ENSG00000020426,34
ENSG00000020577,198,ENSG00000020577,94
ENSG00000020633,439,ENSG00000020633,231
ENSG00000020922,495,ENSG00000020922,232
ENSG00000021300,95,ENSG00000021300,50
ENSG00000021355,471,ENSG00000021355,227
ENSG00000021461,1,ENSG00000021461,1
ENSG00000021488,22,ENSG00000021488,10
ENSG00000021574,216,ENSG00000021574,113
ENSG00000021645,23,ENSG00000021645,10
ENSG00000021762,282,ENSG00000021762,126
ENSG00000021776,594,ENSG00000021776,283
ENSG00000021826,37,ENSG00000021826,19
ENSG00000021852,0,ENSG00000021852,0
ENSG00000022267,516,ENSG00000022267,245
ENSG00000022277,732,ENSG00000022277,356
ENSG00000022355,1,ENSG00000022355,1
ENSG00000022556,50,ENSG00000022556,31
ENSG00000022567,50,ENSG00000022567,21
ENSG00000022840,714,ENSG00000022840,349
ENSG00000022976,31,ENSG00000022976,16
ENSG00000023041,213,ENSG00000023041,107
ENSG00000023171,12,ENSG00000023171,10
ENSG00000023191,484,ENSG00000023191,237
ENSG00000023228,476,ENSG00000023228,254
ENSG00000023287,405,ENSG00000023287,219
ENSG00000023318,376,ENSG00000023318,186
ENSG00000023330,86,ENSG00000023330,39
ENSG00000023445,291,ENSG00000023445,147
ENSG00000023516,207,ENSG00000023516,106
ENSG00000023572,152,ENSG00000023572,79
ENSG00000023608,148,ENSG00000023608,74
ENSG00000023697,59,ENSG00000023697,30
ENSG00000023734,725,ENSG00000023734,374
ENSG00000023839,2,ENSG00000023839,0
ENSG00000023892,37,ENSG00000023892,16
ENSG00000023902,390,ENSG00000023902,206
ENSG00000023909,301,ENSG00000023909,155
ENSG00000024048,517,ENSG00000024048,253
ENSG00000024422,256,ENSG00000024422,136
ENSG00000024526,10,ENSG00000024526,4
ENSG00000024862,240,ENSG00000024862,130
ENSG00000025039,214,ENSG00000025039,104
ENSG00000025156,737,ENSG00000025156,377
ENSG00000025293,405,ENSG00000025293,205
ENSG00000025423,2,ENSG00000025423,1
ENSG00000025434,96,ENSG00000025434,56
ENSG00000025708,137,ENSG00000025708,67
ENSG00000025770,226,ENSG00000025770,123
ENSG00000025772,329,ENSG00000025772,172
ENSG00000025796,780,ENSG00000025796,431
ENSG00000025800,507,ENSG00000025800,260
ENSG00000026025,1866,ENSG00000026025,958
ENSG00000026036,1,ENSG00000026036,0
ENSG00000026103,105,ENSG00000026103,53
ENSG00000026297,289,ENSG00000026297,141
ENSG00000026508,2216,ENSG00000026508,1125
ENSG00000026559,4,ENSG00000026559,1
ENSG00000026652,219,ENSG00000026652,101
ENSG00000026751,64,ENSG00000026751,34
ENSG00000026950,200,ENSG00000026950,97
ENSG00000027001,125,ENSG00000027001,61
ENSG00000027075,217,ENSG00000027075,107
ENSG00000027644,0,ENSG00000027644,0
ENSG00000027697,221,ENSG00000027697,102
ENSG00000027847,157,ENSG00000027847,81
ENSG00000027869,28,ENSG00000027869,12
ENSG00000028116,42,ENSG00000028116,19
ENSG00000028137,326,ENSG00000028137,162
ENSG00000028203,271,ENSG00000028203,132
ENSG00000028277,243,ENSG00000028277,117
ENSG00000028310,555,ENSG00000028310,285
ENSG00000028528,1104,ENSG00000028528,552
ENSG00000028839,83,ENSG00000028839,39
ENSG00000029153,28,ENSG00000029153,11
ENSG00000029363,1044,ENSG00000029363,537
ENSG00000029364,374,ENSG00000029364,167
ENSG00000029534,42,ENSG00000029534,15
ENSG00000029559,0,ENSG00000029559,0
ENSG00000029639,112,ENSG00000029639,55
ENSG00000029725,466,ENSG00000029725,241
ENSG00000029993,78,ENSG00000029993,38
ENSG00000030066,183,ENSG00000030066,89
ENSG00000030110,41,ENSG00000030110,21
ENSG00000030304,4,ENSG00000030304,2
ENSG00000030419,149,ENSG00000030419,77
ENSG00000030582,1079,ENSG00000030582,516
ENSG00000031003,318,ENSG00000031003,154
ENSG00000031081,110,ENSG00000031081,52
ENSG00000031691,12,ENSG00000031691,5
ENSG00000031698,385,ENSG00000031698,190
ENSG00000031823,217,ENSG00000031823,107
ENSG00000032219,810,ENSG00000032219,412
ENSG00000032389,77,ENSG00000032389,35
ENSG00000032444,39,ENSG00000032444,23
ENSG00000032742,165,ENSG00000032742,82
ENSG00000033011,47,ENSG00000033011,27
ENSG00000033030,464,ENSG00000033030,243
ENSG00000033050,83,ENSG00000033050,41
ENSG00000033100,96,ENSG00000033100,44
ENSG00000033122,21,ENSG00000033122,13
ENSG00000033170,80,ENSG00000033170,34
ENSG00000033178,318,ENSG00000033178,175
ENSG00000033327,563,ENSG00000033327,299
ENSG00000033627,293,ENSG00000033627,143
ENSG00000033800,484,ENSG00000033800,242
ENSG00000033867,1657,ENSG00000033867,816
ENSG00000034053,23,ENSG00000034053,10
ENSG00000034152,744,ENSG00000034152,379
ENSG00000034239,43,ENSG00000034239,23
ENSG00000034510,1324,ENSG00000034510,645
ENSG00000034533,74,ENSG00000034533,38
ENSG00000034677,449,ENSG00000034677,226
ENSG00000034693,133,ENSG00000034693,67
ENSG00000034713,695,ENSG00000034713,357
ENSG00000034971,2,ENSG00000034971,2
ENSG00000035115,485,ENSG00000035115,252
ENSG00000035141,134,ENSG00000035141,74
ENSG00000035403,1027,ENSG00000035403,523
ENSG00000035499,3,ENSG00000035499,1
ENSG00000035664,204,ENSG00000035664,96
ENSG00000035681,213,ENSG00000035681,119
ENSG00000035687,277,ENSG00000035687,134
ENSG00000035720,0,ENSG00000035720,0
ENSG00000035862,4362,ENSG00000035862,2164
ENSG00000035928,500,ENSG00000035928,241
ENSG00000036054,107,ENSG00000036054,63
ENSG00000036257,224,ENSG00000036257,112
ENSG00000036448,20,ENSG00000036448,11
ENSG00000036473,2,ENSG00000036473,0
ENSG00000036530,44,ENSG00000036530,22
ENSG00000036549,647,ENSG00000036549,337
ENSG00000036565,0,ENSG00000036565,0
ENSG00000036672,87,ENSG00000036672,42
ENSG00000036828,0,ENSG00000036828,0
ENSG00000037042,83,ENSG00000037042,38
ENSG00000037241,49,ENSG00000037241,21
ENSG00000037280,75,ENSG00000037280,33
ENSG00000037474,394,ENSG00000037474,225
ENSG00000037637,151,ENSG00000037637,77
ENSG00000037749,31,ENSG00000037749,11
ENSG00000037757,64,ENSG00000037757,33
ENSG00000037897,141,ENSG00000037897,64
ENSG00000037965,53,ENSG00000037965,29
ENSG00000038002,234,ENSG00000038002,120
ENSG00000038210,113,ENSG00000038210,58
ENSG00000038219,1055,ENSG00000038219,534
ENSG00000038274,337,ENSG00000038274,170
ENSG00000038295,65,ENSG00000038295,30
ENSG00000038358,0,ENSG00000038358,0
ENSG00000038382,409,ENSG00000038382,206
ENSG00000038427,1210,ENSG00000038427,617
ENSG00000038532,79,ENSG00000038532,33
ENSG00000038945,137,ENSG00000038945,70
ENSG00000039068,1126,ENSG00000039068,594
ENSG00000039123,235,ENSG00000039123,107
ENSG00000039139,97,ENSG00000039139,46
ENSG00000039319,411,ENSG00000039319,197
ENSG00000039523,144,ENSG00000039523,69
ENSG00000039537,2,ENSG00000039537,1
ENSG00000039560,564,ENSG00000039560,273
ENSG00000039600,0,ENSG00000039600,0
ENSG00000039650,68,ENSG00000039650,38
ENSG00000039987,1,ENSG00000039987,1
ENSG00000040199,63,ENSG00000040199,30
ENSG00000040275,90,ENSG00000040275,44
ENSG00000040341,602,ENSG00000040341,310
ENSG00000040487,18,ENSG00000040487,10
ENSG00000040531,52,ENSG00000040531,24
ENSG00000040608,84,ENSG00000040608,43
ENSG00000040633,189,ENSG00000040633,95
ENSG00000040731,3,ENSG00000040731,2
ENSG00000040933,101,ENSG00000040933,52
ENSG00000041353,203,ENSG00000041353,107
ENSG00000041357,578,ENSG00000041357,296
ENSG00000041515,14,ENSG00000041515,8
ENSG00000041802,392,ENSG00000041802,183
ENSG00000041880,324,ENSG00000041880,156
ENSG00000041982,197,ENSG00000041982,104
ENSG00000041988,115,ENSG00000041988,72
ENSG00000042062,56,ENSG00000042062,28
ENSG00000042088,149,ENSG00000042088,69
ENSG00000042286,94,ENSG00000042286,48
ENSG00000042304,2,ENSG00000042304,1
ENSG00000042317,51,ENSG00000042317,31
ENSG00000042429,330,ENSG00000042429,165
ENSG00000042445,612,ENSG00000042445,307
ENSG00000042493,291,ENSG00000042493,143
ENSG00000042753,359,ENSG00000042753,183
ENSG00000042781,9,ENSG00000042781,5
ENSG00000042813,1,ENSG00000042813,0
ENSG00000042832,5,ENSG00000042832,2
ENSG00000042980,135,ENSG00000042980,66
ENSG00000043039,311,ENSG00000043039,160
ENSG00000043093,175,ENSG00000043093,95
ENSG00000043143,179,ENSG00000043143,79
ENSG00000043355,38,ENSG00000043355,19
ENSG00000043462,73,ENSG00000043462,33
ENSG00000043514,175,ENSG00000043514,92
ENSG00000043591,20,ENSG00000043591,10
ENSG00000044012,0,ENSG00000044012,0
ENSG00000044090,55,ENSG00000044090,22
ENSG00000044115,724,ENSG00000044115,370
ENSG00000044446,218,ENSG00000044446,105
ENSG00000044459,159,ENSG00000044459,77
ENSG00000044524,14,ENSG00000044524,5
ENSG00000044574,1873,ENSG00000044574,908
ENSG00000046604,321,ENSG00000046604,152
ENSG00000046647,105,ENSG00000046647,47
ENSG00000046651,487,ENSG00000046651,238
ENSG00000046653,803,ENSG00000046653,420
ENSG00000046774,1,ENSG00000046774,1
ENSG00000046889,125,ENSG00000046889,70
ENSG00000047056,194,ENSG00000047056,93
ENSG00000047188,409,ENSG00000047188,216
ENSG00000047230,122,ENSG00000047230,54
ENSG00000047249,423,ENSG00000047249,207
ENSG00000047315,93,ENSG00000047315,48
ENSG00000047346,213,ENSG00000047346,97
ENSG00000047365,108,ENSG00000047365,49
ENSG00000047410,481,ENSG00000047410,243
ENSG00000047457,66,ENSG00000047457,42
ENSG00000047578,81,ENSG00000047578,40
ENSG00000047579,225,ENSG00000047579,118
ENSG00000047597,12,ENSG00000047597,5
ENSG00000047617,7,ENSG00000047617,2
ENSG00000047621,62,ENSG00000047621,29
ENSG00000047634,120,ENSG00000047634,63
ENSG00000047644,394,ENSG00000047644,177
ENSG00000047648,48,ENSG00000047648,22
ENSG00000047662,3,ENSG00000047662,1
ENSG00000047849,974,ENSG00000047849,507
ENSG00000047932,640,ENSG00000047932,307
